,Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR),cluster
423,423,67,Bandung,High End,No,Yes,Yes,No,No,No,Pulsa,113.62,Yes,107.60981,-6.914744,5747.3,Long-term Customers with High Consumption Levels
424,424,23,Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,123.175,Yes,107.60981,-6.914744,3562,Short-term Customers with High Consumption Levels
425,425,35,Bandung,High End,No,No,No,No,Yes,No,Pulsa,112.385,Yes,107.60981,-6.914744,7636.2,Short-term Customers with High Consumption Levels
426,426,56,Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,127.725,Yes,107.60981,-6.914744,6351.8,Long-term Customers with High Consumption Levels
427,427,9,Bandung,High End,No,No,Yes,No,No,No,Debit,98.475,Yes,107.60981,-6.914744,6636.5,Short-term Customers with High Consumption Levels
428,428,17,Bandung,High End,Yes,No,Yes,No,No,No,Debit,110.955,Yes,107.60981,-6.914744,4171.7,Short-term Customers with High Consumption Levels
429,429,48,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Credit,137.93,Yes,107.60981,-6.914744,7667.4,Long-term Customers with High Consumption Levels
430,430,17,Bandung,Mid End,No,No,No,No,No,No,Pulsa,58.565,Yes,107.60981,-6.914744,4936.1,Short-term Customers with Low Consumption Levels
431,431,34,Bandung,High End,Yes,Yes,Yes,No,Yes,Yes,Digital Wallet,142.74,Yes,107.60981,-6.914744,4433,Long-term Customers with High Consumption Levels
432,432,42,Bandung,High End,No,No,No,No,Yes,No,Pulsa,110.045,Yes,107.60981,-6.914744,6332.3,Long-term Customers with High Consumption Levels
433,433,11,Bandung,High End,No,No,No,No,Yes,No,Debit,103.35,Yes,107.60981,-6.914744,4509.7,Short-term Customers with High Consumption Levels
434,434,1,Bandung,High End,No,No,No,No,No,Yes,Digital Wallet,111.54,Yes,107.60981,-6.914744,3705,Short-term Customers with High Consumption Levels
435,435,1,Bandung,High End,No,No,No,No,Yes,No,Pulsa,102.83,Yes,107.60981,-6.914744,6501.3,Short-term Customers with High Consumption Levels
436,436,3,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,57.59,Yes,106.816666,-6.2,6373.9,Short-term Customers with Low Consumption Levels
437,437,50,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Credit,137.735,Yes,106.816666,-6.2,7196.8,Long-term Customers with High Consumption Levels
438,438,5,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.675,Yes,106.816666,-6.2,5154.5,Short-term Customers with High Consumption Levels
439,439,51,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123.045,Yes,106.816666,-6.2,6171.1,Long-term Customers with High Consumption Levels
440,440,46,Jakarta,High End,No,No,No,No,Yes,Yes,Debit,124.865,Yes,106.816666,-6.2,3525.6,Long-term Customers with High Consumption Levels
441,441,1,Jakarta,Mid End,No,No,Yes,No,No,No,Digital Wallet,65.195,Yes,106.816666,-6.2,4469.4,Short-term Customers with Low Consumption Levels
442,442,41,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,147.68,Yes,106.816666,-6.2,6451.9,Long-term Customers with High Consumption Levels
443,443,29,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,102.57,Yes,106.816666,-6.2,4223.7,Short-term Customers with High Consumption Levels
444,444,26,Jakarta,Mid End,No,Yes,No,Yes,No,No,Pulsa,78.065,Yes,106.816666,-6.2,2650.7,Short-term Customers with High Consumption Levels
445,445,1,Jakarta,Mid End,No,No,No,No,Yes,No,Pulsa,45.11,Yes,106.816666,-6.2,5818.8,Short-term Customers with Low Consumption Levels
446,446,3,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,110.89,Yes,106.816666,-6.2,6414.2,Short-term Customers with High Consumption Levels
447,447,66,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Credit,133.185,Yes,106.816666,-6.2,6094.4,Long-term Customers with High Consumption Levels
448,448,21,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Debit,135.72,Yes,106.816666,-6.2,7241,Short-term Customers with High Consumption Levels
449,449,1,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,129.675,Yes,106.816666,-6.2,5478.2,Short-term Customers with High Consumption Levels
450,450,4,Jakarta,Mid End,No,No,Yes,Yes,Yes,Yes,Pulsa,96.72,Yes,106.816666,-6.2,4722.9,Short-term Customers with High Consumption Levels
451,451,9,Jakarta,High End,Yes,No,No,No,No,No,Credit,96.525,Yes,106.816666,-6.2,7010.9,Short-term Customers with High Consumption Levels
452,452,1,Jakarta,Mid End,No,No,No,No,Yes,No,Pulsa,77.805,Yes,106.816666,-6.2,5222.1,Short-term Customers with High Consumption Levels
453,453,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.48,Yes,106.816666,-6.2,4469.4,Short-term Customers with High Consumption Levels
454,454,9,Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,59.02,Yes,106.816666,-6.2,6536.4,Short-term Customers with Low Consumption Levels
455,455,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.35,Yes,106.816666,-6.2,6774.3,Short-term Customers with Low Consumption Levels
456,456,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.87,Yes,106.816666,-6.2,4353.7,Short-term Customers with High Consumption Levels
457,457,2,Jakarta,High End,No,Yes,No,No,Yes,No,Debit,113.295,Yes,106.816666,-6.2,5393.7,Short-term Customers with High Consumption Levels
458,458,3,Jakarta,High End,No,No,No,No,No,Yes,Debit,110.175,Yes,106.816666,-6.2,2618.2,Short-term Customers with High Consumption Levels
459,459,14,Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,116.935,Yes,106.816666,-6.2,7101.9,Short-term Customers with High Consumption Levels
460,460,41,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,147.16,Yes,106.816666,-6.2,4394,Long-term Customers with High Consumption Levels
461,461,13,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,117.65,Yes,106.816666,-6.2,7012.2,Short-term Customers with High Consumption Levels
462,462,2,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,102.7,Yes,106.816666,-6.2,6810.7,Short-term Customers with High Consumption Levels
463,463,18,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.195,Yes,106.816666,-6.2,6410.3,Short-term Customers with Low Consumption Levels
464,464,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,93.145,Yes,106.816666,-6.2,3090.1,Short-term Customers with High Consumption Levels
465,465,4,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.455,Yes,106.816666,-6.2,7779.2,Short-term Customers with Low Consumption Levels
466,466,38,Jakarta,High End,No,Yes,Yes,Yes,No,No,Credit,109.525,Yes,106.816666,-6.2,3750.5,Long-term Customers with High Consumption Levels
467,467,12,Jakarta,High End,No,No,No,No,No,Yes,Debit,101.53,Yes,106.816666,-6.2,6163.3,Short-term Customers with High Consumption Levels
468,468,19,Jakarta,High End,No,No,Yes,No,No,Yes,Digital Wallet,116.545,Yes,106.816666,-6.2,3959.8,Short-term Customers with High Consumption Levels
469,469,10,Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,128.31,Yes,106.816666,-6.2,7229.3,Short-term Customers with High Consumption Levels
470,470,1,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,99.255,Yes,106.816666,-6.2,7296.9,Short-term Customers with High Consumption Levels
471,471,23,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,102.895,Yes,106.816666,-6.2,6780.8,Short-term Customers with High Consumption Levels
472,472,32,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,110.5,Yes,106.816666,-6.2,5959.2,Short-term Customers with High Consumption Levels
473,473,32,Bandung,High End,No,No,No,No,No,Yes,Pulsa,110.89,Yes,107.60981,-6.914744,3525.6,Short-term Customers with High Consumption Levels
474,474,31,Bandung,High End,No,No,No,No,Yes,No,Credit,112.515,Yes,107.60981,-6.914744,5457.4,Short-term Customers with High Consumption Levels
475,475,19,Bandung,High End,No,Yes,No,No,No,No,Credit,96.005,Yes,107.60981,-6.914744,2926.3,Short-term Customers with High Consumption Levels
476,476,57,Bandung,Mid End,No,No,No,No,Yes,Yes,Pulsa,58.305,Yes,107.60981,-6.914744,6723.6,Long-term Customers with Low Consumption Levels
477,477,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,58.63,Yes,107.60981,-6.914744,5848.7,Short-term Customers with Low Consumption Levels
478,478,24,Bandung,High End,No,No,No,Yes,Yes,Yes,Pulsa,124.8,Yes,107.60981,-6.914744,3988.4,Short-term Customers with High Consumption Levels
479,479,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.065,Yes,107.60981,-6.914744,6123,Short-term Customers with Low Consumption Levels
480,480,65,Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Debit,141.245,Yes,107.60981,-6.914744,7956,Long-term Customers with High Consumption Levels
481,481,10,Bandung,Mid End,No,No,No,No,No,No,Pulsa,59.215,Yes,107.60981,-6.914744,5326.1,Short-term Customers with Low Consumption Levels
482,482,2,Bandung,Mid End,No,No,No,No,No,Yes,Pulsa,45.63,Yes,107.60981,-6.914744,3435.9,Short-term Customers with Low Consumption Levels
483,483,1,Bandung,Mid End,No,No,No,No,No,No,Credit,60.06,Yes,107.60981,-6.914744,5417.1,Short-term Customers with Low Consumption Levels
484,484,1,Bandung,Mid End,No,No,No,No,No,No,Pulsa,58.695,Yes,107.60981,-6.914744,7576.4,Short-term Customers with Low Consumption Levels
485,485,1,Bandung,Mid End,No,Yes,Yes,No,No,Yes,Pulsa,56.29,Yes,107.60981,-6.914744,6463.6,Short-term Customers with Low Consumption Levels
486,486,38,Bandung,Mid End,Yes,Yes,No,No,No,No,Credit,74.295,Yes,107.60981,-6.914744,4043,Long-term Customers with Low Consumption Levels
487,487,19,Bandung,High End,Yes,No,No,No,No,No,Pulsa,95.16,Yes,107.60981,-6.914744,6133.4,Short-term Customers with High Consumption Levels
488,488,52,Bandung,High End,No,Yes,No,No,No,Yes,Pulsa,110.955,Yes,107.60981,-6.914744,8322.6,Long-term Customers with High Consumption Levels
489,489,1,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,59.735,Yes,107.60981,-6.914744,6354.4,Short-term Customers with Low Consumption Levels
490,490,3,Bandung,High End,No,Yes,No,No,Yes,No,Pulsa,108.875,Yes,107.60981,-6.914744,6307.6,Short-term Customers with High Consumption Levels
491,491,1,Bandung,High End,No,No,No,No,No,No,Pulsa,91.065,Yes,107.60981,-6.914744,3508.7,Short-term Customers with High Consumption Levels
492,492,2,Bandung,High End,No,No,No,No,No,Yes,Pulsa,111.8,Yes,107.60981,-6.914744,5909.8,Short-term Customers with High Consumption Levels
493,493,35,Bandung,High End,Yes,Yes,No,Yes,Yes,No,Debit,130.65,Yes,107.60981,-6.914744,6168.5,Long-term Customers with High Consumption Levels
494,494,16,Bandung,High End,No,No,No,No,No,No,Pulsa,94.445,Yes,107.60981,-6.914744,3705,Short-term Customers with High Consumption Levels
495,495,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,27.3,Yes,107.60981,-6.914744,4878.9,Short-term Customers with Low Consumption Levels
496,496,1,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,58.63,Yes,107.60981,-6.914744,3562,Short-term Customers with Low Consumption Levels
497,497,30,Bandung,Mid End,No,Yes,No,No,No,No,Debit,65.52,Yes,107.60981,-6.914744,6233.5,Short-term Customers with Low Consumption Levels
498,498,5,Bandung,High End,No,No,No,No,No,Yes,Pulsa,102.635,Yes,107.60981,-6.914744,5270.2,Short-term Customers with High Consumption Levels
499,499,56,Bandung,High End,No,Yes,No,Yes,No,Yes,Pulsa,122.785,Yes,107.60981,-6.914744,6279,Long-term Customers with High Consumption Levels
500,500,44,Bandung,High End,No,Yes,Yes,No,No,No,Debit,110.24,Yes,107.60981,-6.914744,5196.1,Long-term Customers with High Consumption Levels
501,501,1,Bandung,Mid End,No,No,Yes,No,No,No,Digital Wallet,66.17,Yes,107.60981,-6.914744,6644.3,Short-term Customers with Low Consumption Levels
502,502,49,Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,129.74,Yes,107.60981,-6.914744,7914.4,Long-term Customers with High Consumption Levels
503,503,47,Bandung,High End,No,No,Yes,Yes,Yes,Yes,Debit,139.555,Yes,107.60981,-6.914744,4706,Long-term Customers with High Consumption Levels
504,504,31,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.415,Yes,107.60981,-6.914744,3493.1,Short-term Customers with Low Consumption Levels
505,505,3,Bandung,High End,Yes,Yes,No,No,No,No,Pulsa,102.83,Yes,107.60981,-6.914744,6940.7,Short-term Customers with High Consumption Levels
506,506,8,Bandung,Mid End,No,No,No,No,No,No,Digital Wallet,33.15,Yes,107.60981,-6.914744,7251.4,Short-term Customers with Low Consumption Levels
507,507,2,Bandung,High End,No,No,No,No,No,Yes,Pulsa,104.975,Yes,107.60981,-6.914744,2828.8,Short-term Customers with High Consumption Levels
508,508,65,Bandung,High End,No,Yes,No,No,Yes,No,Debit,119.405,Yes,107.60981,-6.914744,7189,Long-term Customers with High Consumption Levels
509,509,1,Bandung,High End,No,Yes,No,No,No,No,Pulsa,97.955,Yes,107.60981,-6.914744,6869.2,Short-term Customers with High Consumption Levels
510,510,1,Bandung,High End,No,No,No,No,No,No,Pulsa,98.085,Yes,107.60981,-6.914744,7173.4,Short-term Customers with High Consumption Levels
511,511,24,Jakarta,Mid End,Yes,No,No,No,No,No,Debit,64.415,Yes,106.816666,-6.2,6506.5,Short-term Customers with Low Consumption Levels
512,512,69,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Credit,102.18,Yes,106.816666,-6.2,8099,Long-term Customers with High Consumption Levels
513,513,7,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,105.43,Yes,106.816666,-6.2,4209.4,Short-term Customers with High Consumption Levels
514,514,11,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.435,Yes,106.816666,-6.2,2657.2,Short-term Customers with High Consumption Levels
515,515,1,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,121.615,Yes,106.816666,-6.2,7196.8,Short-term Customers with High Consumption Levels
516,516,58,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Credit,132.73,Yes,106.816666,-6.2,5739.5,Long-term Customers with High Consumption Levels
517,517,14,Jakarta,High End,No,Yes,No,No,No,Yes,Debit,118.17,Yes,106.816666,-6.2,6692.4,Short-term Customers with High Consumption Levels
518,518,12,Jakarta,Mid End,No,Yes,No,No,No,No,Digital Wallet,37.96,Yes,106.816666,-6.2,4871.1,Short-term Customers with Low Consumption Levels
519,519,25,Jakarta,High End,No,Yes,Yes,No,Yes,No,Debit,115.895,Yes,106.816666,-6.2,7608.9,Short-term Customers with High Consumption Levels
520,520,58,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,141.505,Yes,106.816666,-6.2,6160.7,Long-term Customers with High Consumption Levels
521,521,16,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,110.175,Yes,106.816666,-6.2,6676.8,Short-term Customers with High Consumption Levels
522,522,1,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,59.41,Yes,106.816666,-6.2,4143.1,Short-term Customers with Low Consumption Levels
523,523,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.935,Yes,106.816666,-6.2,4170.4,Short-term Customers with High Consumption Levels
524,524,2,Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,57.98,Yes,106.816666,-6.2,7126.6,Short-term Customers with Low Consumption Levels
525,525,23,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.435,Yes,106.816666,-6.2,7666.1,Short-term Customers with High Consumption Levels
526,526,57,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,123.825,Yes,106.816666,-6.2,7525.7,Long-term Customers with High Consumption Levels
527,527,24,Jakarta,High End,No,No,Yes,No,Yes,No,Digital Wallet,116.805,Yes,106.816666,-6.2,2665,Short-term Customers with High Consumption Levels
528,528,49,Jakarta,High End,No,Yes,No,No,Yes,Yes,Digital Wallet,130.585,Yes,106.816666,-6.2,5505.5,Long-term Customers with High Consumption Levels
529,529,5,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,61.295,Yes,106.816666,-6.2,3714.1,Short-term Customers with Low Consumption Levels
530,530,2,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,104.26,Yes,106.816666,-6.2,3099.2,Short-term Customers with High Consumption Levels
531,531,4,Jakarta,High End,No,No,Yes,Yes,No,No,Digital Wallet,113.23,Yes,106.816666,-6.2,7263.1,Short-term Customers with High Consumption Levels
532,532,5,Jakarta,High End,No,No,No,No,No,No,Debit,98.67,Yes,106.816666,-6.2,4576,Short-term Customers with High Consumption Levels
533,533,47,Jakarta,High End,Yes,Yes,Yes,No,Yes,No,Pulsa,128.375,Yes,106.816666,-6.2,6008.6,Long-term Customers with High Consumption Levels
534,534,10,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,112.385,Yes,106.816666,-6.2,7408.7,Short-term Customers with High Consumption Levels
535,535,1,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,58.89,Yes,106.816666,-6.2,3963.7,Short-term Customers with Low Consumption Levels
536,536,67,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,135.33,Yes,106.816666,-6.2,6314.1,Long-term Customers with High Consumption Levels
537,537,5,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,105.3,Yes,106.816666,-6.2,5573.1,Short-term Customers with High Consumption Levels
538,538,67,Jakarta,High End,Yes,Yes,No,No,No,Yes,Credit,117.78,Yes,106.816666,-6.2,5712.2,Long-term Customers with High Consumption Levels
539,539,15,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,114.595,Yes,106.816666,-6.2,3281.2,Short-term Customers with High Consumption Levels
540,540,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.26,Yes,106.816666,-6.2,5622.5,Short-term Customers with Low Consumption Levels
541,541,26,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,118.04,Yes,106.816666,-6.2,3433.3,Short-term Customers with High Consumption Levels
542,542,22,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,103.155,Yes,106.816666,-6.2,6133.4,Short-term Customers with High Consumption Levels
543,543,21,Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,125.84,Yes,106.816666,-6.2,5612.1,Short-term Customers with High Consumption Levels
544,544,47,Jakarta,High End,No,Yes,Yes,No,No,No,Debit,108.355,Yes,106.816666,-6.2,3270.8,Long-term Customers with High Consumption Levels
545,545,2,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,64.22,Yes,106.816666,-6.2,6649.5,Short-term Customers with Low Consumption Levels
546,546,22,Jakarta,Mid End,Yes,No,No,Yes,Yes,Yes,Pulsa,102.96,Yes,106.816666,-6.2,4433,Short-term Customers with High Consumption Levels
547,547,7,Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,63.31,Yes,106.816666,-6.2,3879.2,Short-term Customers with Low Consumption Levels
548,548,1,Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,124.28,Yes,106.816666,-6.2,5318.3,Short-term Customers with High Consumption Levels
549,549,49,Jakarta,Mid End,Yes,Yes,No,No,No,No,Credit,77.675,Yes,106.816666,-6.2,7807.8,Long-term Customers with Low Consumption Levels
550,550,43,Jakarta,High End,Yes,Yes,No,Yes,Yes,Yes,Credit,140.595,Yes,106.816666,-6.2,3682.9,Long-term Customers with High Consumption Levels
551,551,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,92.755,Yes,106.816666,-6.2,3404.7,Short-term Customers with High Consumption Levels
552,552,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.195,Yes,106.816666,-6.2,6420.7,Short-term Customers with Low Consumption Levels
553,553,1,Jakarta,High End,No,No,No,No,No,No,Debit,90.675,Yes,106.816666,-6.2,3771.3,Short-term Customers with High Consumption Levels
554,554,32,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,121.16,Yes,106.816666,-6.2,6821.1,Short-term Customers with High Consumption Levels
555,555,17,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,105.105,Yes,106.816666,-6.2,6726.2,Short-term Customers with High Consumption Levels
556,556,4,Jakarta,Mid End,Yes,Yes,No,No,No,No,Pulsa,43.745,Yes,106.816666,-6.2,3331.9,Short-term Customers with Low Consumption Levels
557,557,1,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,103.935,Yes,106.816666,-6.2,6259.5,Short-term Customers with High Consumption Levels
558,558,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.09,Yes,106.816666,-6.2,4206.8,Short-term Customers with Low Consumption Levels
559,559,37,Jakarta,High End,Yes,No,Yes,Yes,No,Yes,Pulsa,128.96,Yes,106.816666,-6.2,4678.7,Long-term Customers with High Consumption Levels
560,560,8,Jakarta,High End,No,No,No,No,No,Yes,Credit,110.76,Yes,106.816666,-6.2,3753.1,Short-term Customers with High Consumption Levels
561,561,3,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.825,Yes,106.816666,-6.2,7667.4,Short-term Customers with High Consumption Levels
562,562,1,Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,70.655,Yes,106.816666,-6.2,5475.6,Short-term Customers with Low Consumption Levels
563,563,5,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,32.435,Yes,106.816666,-6.2,7624.5,Short-term Customers with Low Consumption Levels
564,564,40,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Pulsa,55.055,Yes,106.816666,-6.2,7048.6,Long-term Customers with Low Consumption Levels
565,565,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.89,Yes,106.816666,-6.2,4674.8,Short-term Customers with High Consumption Levels
566,566,51,Jakarta,High End,Yes,Yes,No,No,Yes,No,Pulsa,123.24,Yes,106.816666,-6.2,6596.2,Long-term Customers with High Consumption Levels
567,567,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,91.715,Yes,106.816666,-6.2,2789.8,Short-term Customers with High Consumption Levels
568,568,33,Jakarta,High End,No,No,No,No,No,Yes,Credit,111.995,Yes,106.816666,-6.2,4336.8,Short-term Customers with High Consumption Levels
569,569,30,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,110.5,Yes,106.816666,-6.2,4807.4,Short-term Customers with High Consumption Levels
570,570,2,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,104.715,Yes,106.816666,-6.2,3712.8,Short-term Customers with High Consumption Levels
571,571,2,Jakarta,High End,No,No,Yes,No,No,No,Pulsa,98.54,Yes,106.816666,-6.2,6851,Short-term Customers with High Consumption Levels
572,572,29,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,128.05,Yes,106.816666,-6.2,6678.1,Short-term Customers with High Consumption Levels
573,573,13,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123.825,Yes,106.816666,-6.2,3876.6,Short-term Customers with High Consumption Levels
574,574,7,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,96.72,Yes,106.816666,-6.2,6459.7,Short-term Customers with High Consumption Levels
575,575,30,Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,110.695,Yes,106.816666,-6.2,5742.1,Short-term Customers with High Consumption Levels
576,576,2,Jakarta,High End,No,No,Yes,No,No,Yes,Pulsa,115.115,Yes,106.816666,-6.2,4790.5,Short-term Customers with High Consumption Levels
577,577,24,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,71.175,Yes,106.816666,-6.2,7408.7,Short-term Customers with Low Consumption Levels
578,578,1,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,118.69,Yes,106.816666,-6.2,3082.3,Short-term Customers with High Consumption Levels
579,579,1,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,103.35,Yes,106.816666,-6.2,5837,Short-term Customers with High Consumption Levels
580,580,7,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,91.13,Yes,106.816666,-6.2,4769.7,Short-term Customers with High Consumption Levels
581,581,67,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,144.69,Yes,106.816666,-6.2,5389.8,Long-term Customers with High Consumption Levels
582,582,57,Jakarta,High End,No,Yes,Yes,No,No,Yes,Debit,123.825,Yes,106.816666,-6.2,8136.7,Long-term Customers with High Consumption Levels
583,583,7,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,112.125,Yes,106.816666,-6.2,4347.2,Short-term Customers with High Consumption Levels
584,584,1,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,131.04,Yes,106.816666,-6.2,4066.4,Short-term Customers with High Consumption Levels
585,585,14,Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,112.19,Yes,106.816666,-6.2,4780.1,Short-term Customers with High Consumption Levels
586,586,28,Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,116.935,Yes,106.816666,-6.2,3208.4,Short-term Customers with High Consumption Levels
587,587,17,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,99.385,Yes,106.816666,-6.2,4245.8,Short-term Customers with High Consumption Levels
588,588,10,Jakarta,High End,No,No,No,No,No,No,Pulsa,91,Yes,106.816666,-6.2,4102.8,Short-term Customers with High Consumption Levels
589,589,34,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Digital Wallet,83.72,Yes,106.816666,-6.2,6745.7,Short-term Customers with High Consumption Levels
590,590,1,Jakarta,High End,Yes,No,Yes,No,Yes,Yes,Pulsa,133.185,Yes,106.816666,-6.2,6254.3,Short-term Customers with High Consumption Levels
591,591,3,Jakarta,High End,No,No,Yes,Yes,No,No,Credit,104.13,Yes,106.816666,-6.2,5629,Short-term Customers with High Consumption Levels
592,592,2,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,104.26,Yes,106.816666,-6.2,5695.3,Short-term Customers with High Consumption Levels
593,593,6,Jakarta,High End,Yes,Yes,Yes,Yes,No,Yes,Debit,127.595,Yes,106.816666,-6.2,4651.4,Short-term Customers with High Consumption Levels
594,594,12,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Digital Wallet,146.835,Yes,106.816666,-6.2,5154.5,Short-term Customers with High Consumption Levels
595,595,1,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,92.17,Yes,106.816666,-6.2,6160.7,Short-term Customers with High Consumption Levels
596,596,3,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,112.905,Yes,106.816666,-6.2,4629.3,Short-term Customers with High Consumption Levels
597,597,23,Jakarta,High End,Yes,No,No,Yes,Yes,Yes,Pulsa,129.805,Yes,106.816666,-6.2,4452.5,Short-term Customers with High Consumption Levels
598,598,1,Jakarta,High End,No,No,No,No,No,No,Pulsa,96.85,Yes,106.816666,-6.2,7220.2,Short-term Customers with High Consumption Levels
599,599,65,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,141.895,Yes,106.816666,-6.2,7801.3,Long-term Customers with High Consumption Levels
600,600,16,Jakarta,Mid End,No,No,Yes,No,No,Yes,Credit,84.76,Yes,106.816666,-6.2,6138.6,Short-term Customers with High Consumption Levels
601,601,66,Jakarta,High End,No,No,Yes,No,Yes,Yes,Credit,129.35,Yes,106.816666,-6.2,5822.7,Long-term Customers with High Consumption Levels
